barcode,dateaccessioned,title,editionstatement,author,Subject,Callnumber,Shelving_location,itemtype,price
224DB1072,04/02/2014,LET US C,1,KANETKAR Y.  ,ME-COMP,005.133C/KAN,,DB,2434.5
224DB1073,04/02/2014,OPTICAL FIBRES AND FIBRE OPTIC COMMUNICATION SYSTEM,,SARKAR SUBIR ,ME-E&amp;TC,621.38175/SAR,,DB,
224DB1074,04/02/2014,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB1075,24/02/2014,FUNDAMENTALS OF DATA STRUCTURES IN C,2,HOROWITZ ELLIS ,COMPUTER,5.73,,DB,
224DB1076,24/02/2014,ADVANCED COMPUTER ARCHITECTURE,2,HWANG KAI ,COMPUTER,004.22/HWA,,DB,
224DB1077,24/02/2014,PRGRAMMING IN ANSI C,6,BALAGRUSAMY E ,IT,005.133C/BAL,,DB,
224DB1078,24/02/2014,LET US C,12,KANETKAR Y. ,E &amp; TC,005.133C/KAN,,DB,
224DB1079,24/02/2014,PRINCIPLES OF ELECTROMAGNETICS,4,SADIKU MATHEW ,E &amp; TC,621.3/SAD,,DB,
224DB1080,24/02/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,4,BALAGRUSAMY E ,COMPUTER,005.133C++BAL,,DB,
224DB1081,27/02/2014,INDIA GUIDE,, ,COMPUTER,800/OUT,,DB,
224DB1082,27/02/2014,DRIVING HOLIDAYS ACROSS INDIA,, ,COMPUTER,800/OUT,,DB,
224DB1083,06/03/2014,ELECTRICAL NETWORKS,,SINGH R R ,COMPUTER,621.38215/SIN,,DB,
224DB1084,06/03/2014,TEST YOUR C SKILLS,5,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB1085,06/03/2014,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26,,DB,
224DB1086,06/03/2014,LET US C SOLUTIONS,8,KANETKAR Y. ,IT,005.133C,,DB,
224DB1087,06/03/2014,BASIC ELECTRICAL ENGINEERING,,MEHTA V K ,COMPUTER,621.3/MEH,,DB,
224DB1088,10/03/2014,TEST YOUR C SKILLS,4,KANETKAR Y. ,IT,005.133C/KAN,,DB,
224DB1089,10/03/2014,PROGRAMMING WITH JAVA  A PRIMER,4,BALGURUSAMY E. ,IT,005.133J/BAL,,DB,
224DB1090,10/03/2014,OPERATING SYSTEM CONCEPTS,6,SILBERSCHATZ ABRAHAM ,IT,00543./SIL,,DB,
224DB1091,10/03/2014,DATABASE SYSTEM CONCEPTS,4,SILBERSCHATZ ABRAHAM ,IT,005.74/SIL,,DB,
224DB1092,10/03/2014,INTRODUCTION TO ALGORITHMS,,CORMEN THOMAS ,IT,005.12/COR,,DB,
224DB1093,12/03/2014,TEST YOUR C ++ SKILLS,,KANETKAR Y. ,IT,005.133C++/KAN,,DB,
224DB1094,20/03/2014,COMPLETE REFERENCE C++,,SCHILDT HERBERT ,IT,005.133C++/SCH,,DB,
224DB1095,07/04/2014,PROGRAMMING WITH JAVA,2,BALAGURUSAMY E,COMPUTER,005.133J/BAL,,DB,
224DB1096,07/04/2014,SIGNALS AND SYSTEMS,2,HAYKIN SIMON,E &amp; TC,621.3822/HAY,,DB,
224DB1097,07/04/2014,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,,GAYAKWAD A RAMAKANT,E &amp; TC,621.395/GAY,,DB,
224DB1098,07/04/2014,EMBEDDED/REAL TIME SYSTEMS,,PRASAD V K K K,E &amp; TC,004.22/PRA,,DB,
224DB1099,07/04/2014,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI A M,E &amp; TC,629.895/MAZ,,DB,
224DB1100,07/04/2014,LET US C++,2,KANETKAR YASHAVANT,COMPUTER,005.133C++/KAN,,DB,
224DB1101,08/04/2014,LET US C,10,KANETKAR YASHWANT,COMPUTER,005.133C/KAN,,DB,
224DB1102,08/04/2014,TEST YOUR C SKILLS,5,KANETKAR YASHAVANT,COMPUTER,005.133C/KAN,,DB,
224DB1103,08/04/2014,"SQL, PL/SQL",4,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB1104,08/04/2014,CALCULUS,,DOWNING DOUGLAS,E &amp; TC,515.1/DOW,,DB,
224DB1105,09/04/2014,REIKI SECRETS - REVEALED,,BALASUBRAMANIAN P,E &amp; TC,001/BAL,,DB,
224DB1106,09/04/2014,ALGEBRA,,LANG SERGE,E &amp; TC,512.02/LAN,,DB,
224DB1107,09/04/2014,STUDY GUIDE WITH SELECTED SOLUTIONS PHYSICS,3,COMELLA J MARKUS,E &amp; TC,530/COM/MCK,,DB,
224DB1108,09/04/2014,CALCULUS WITH ANALYTIC GEOMETRY,6,VARBERG DALE,E &amp; TC,515.1/VAR/PUR,,DB,
224DB1109,09/04/2014,QUALITY FROM MANY PERPECTIVES - PART 2,,DEDHIA S NAVIN,E &amp; TC,658.4/DED,,DB,
224DB1110,09/04/2014,COMMUNICATION SYSTEMS ENGINEERING,2,PROAKIS G JOHN,E &amp; TC,621.382/PRO/SAL,,DB,
224DB1111,09/04/2014,UPDATED AND EXPANDED ANSWERS BOOK,,BATTEN DON,E &amp; TC,800/BAT,,DB,
224DB1112,21/04/2014,PROGRAMMING WITH JAVA,2,BALAGURUSAMY E,COMPUTER,005.133J/BAL,,DB,
224DB1113,21/04/2014,DIGITAL SIGNAL PROCESSING,4,PROAKIS G JOHN,E &amp; TC,621.3822/PRO/MAN,,DB,
224DB1114,23/04/2014,BASIC ELECTRONICS AND LINEAR CIRCUITS,,BHARGAVA N N,E &amp; TC,621.3815/BHA/KUL,,DB,
224DB1115,23/04/2014,GATE GRADUATE APTITUDE TEST IN ENGINEERING,29,HANDA M,E &amp; TC,371.26/HAN,,DB,
224DB1116,23/04/2014,MODERN DIGITAL ELECTRONICS,4,JAIN P R,E &amp; TC,621.395/JAI,,DB,
224DB1117,23/04/2014,"SQL, PL/SQL",2009,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB1118,23/04/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,3,BALGURUSAMY E,COMPUTER,005.12/BAL,,DB,1
224DB1119,23/04/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,,BALGURUSAMY E,COMPUTER,005.12/BAL,,DB,
224DB1120,23/04/2014,COMPUTER NETWORKS,4,TANENBAUM S ANDREW,COMPUTER,004.6/TAN,,DB,
224DB1121,23/04/2014,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI ALI MUHAMMAD,E &amp; TC,629.895/MAZ,,DB,
224DB1122,23/04/2014,QUANTITATIVE APTITUDE FOR COMPETITIVE EXAMINATIONS,,AGGARWAL R S,E &amp; TC,371.26/AGG,,DB,
224DB1123,23/04/2014,ELECTRONIC COMMUNICATION SYSTEMS,4,KENNEDY GEORGE,E &amp; TC,621.382/KEN/DAV,,DB,
224DB1124,23/04/2014,DIGITAL DESIGN,2,MANO MORRIS M,E &amp; TC,621.395/MAN,,DB,
224DB1125,23/04/2014,MODERN DIGITAL ELECTRONICS,3,JAIN P R,E &amp; TC,621.395/JAI,,DB,1
224DB1126,23/04/2014,LET US C,13,KANETKAR P YASHAVANT,COMPUTER,005.133C/KAN,,DB,
224DB1127,23/04/2014,LET US C,10,KANETKAR P YASHAVANT,COMPUTER,005.133C/KAN,,DB,
224DB1128,23/04/2014,TEST YOUR C SKILLS,5,KANETKAR P YASHAVANT,COMPUTER,005.133C/KAN,,DB,
224DB1129,23/04/2014,LET US C++,2,KANETKAR P YASHAVANT,COMPUTER,005.133C++/KAN,,DB,
224DB1130,23/04/2014,C PROGRAMMING LANGUAGE,2,KERNIGHAN W BRIAN,COMPUTER,005.133C/KER/RIT,,DB,
224DB1131,23/04/2014,COMPUTER FUNDAMENTALS,3,SINHA K PRADEEP,COMPUTER,004/SIN/SIN,,DB,1
224DB1132,23/04/2014,PROGRAMMING WITH JAVA,3,BALGURUSAMY E,COMPUTER,005.133J/BAL,,DB,
224DB1133,14/06/2014,COMPUTER ORGANIZATION,6,WILLIAM STALLING ,IT,004.22/WIL,,DB,
224DB1134,14/06/2014,BANKO,,SHARIER HENREY ,IT,800/SHA,,DB,
224DB1135,14/06/2014,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,4,GAYAKWAD RAMAKANT ,E &amp; TC,621.395/GAY,,DB,
224DB1136,14/06/2014,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,4,GAYAKWAD RAMAKANT ,E &amp; TC,621.395/GAY,,DB,
224DB1137,14/06/2014,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,4,GAYAKWAD RAMAKANT ,E &amp; TC,621.395/GAY,,DB,
224DB1138,14/06/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,2,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB1139,14/06/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,2,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB1140,14/06/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,2,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB1141,14/06/2014,OBJECT-ORIENTED PROGRAMMING WITH C++ AND JAVA,,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB1142,14/06/2014,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS USING ASSEMBLY AND C,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB1143,14/06/2014,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS USING ASSEMBLY AND C,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB1144,14/06/2014,JAVA 2 : VERSION 1.4 PROGRAMMING LITTLE BLACK BOOK,,HOLZNER STEVE ,COMPUTER,005.133J/HOL,,DB,
224DB1145,14/06/2014,TEST YOUR C SKILLS,4,KANETKAR Y. ,IT,005.133C/KAN,,DB,
224DB1146,14/06/2014,LET US C,12,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB1147,14/06/2014,LET US C ++,10,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB1148,14/06/2014,LET US C ++,10,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB1149,14/06/2014,PROGRAMMING WITH JAVA : A PRIMER,2,BALAGRUSAMY E ,E &amp; TC,005.133J/BAL,,DB,
224DB1150,14/06/2014,PROGRAMMING WITH JAVA : A PRIMER,2,BALAGRUSAMY E ,E &amp; TC,005.133J/BAL,,DB,
224DB1151,14/06/2014,LET US C ++,10,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB1152,14/06/2014,TEST YOUR C SKILLS,5,KANETKAR Y. ,E &amp; TC,005.133C/KAN,,DB,
224DB1153,14/06/2014,BATATYACHI CHAL,40,DESHPANDE P L ,E &amp; TC,800/DES,,DB,
224DB1154,14/06/2014,AMRUTWEL,,KHANDEKAR V.S. ,IT,800/KHA,,DB,
224DB1155,14/06/2014,IDEAL DPM,,BHIDE V V ,COMPUTER,800/BHI,,DB,
224DB1156,14/06/2014,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS USING ASSEMBLY AND C,2,MAZIDI MUHAMMAD  ,ME-E&amp;TC,629.895/MAZ,,DB,
224DB1157,14/06/2014,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS USING ASSEMBLY AND C,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB1158,14/06/2014,LET US C ++,10,KANETKAR Y. ,COMPUTER,005.133C/KAN,,DB,
224DB1159,14/06/2014,LET US C ++,10,KANETKAR Y.  ,E &amp; TC,005.133C++/KAN,,DB,1
224DB1160,14/06/2014,PROGRAMMING WITH JAVA : A PRIMER,2,BALAGRUSAMY E ,E &amp; TC,005.133J/BAL,,DB,
224DB1161,14/06/2014,PROGRAMMING WITH JAVA : A PRIMER,2,BALAGRUSAMY E ,E &amp; TC,005.133J/BAL,,DB,
224DB1162,14/06/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,,BALAGRUSAMY E ,IT,005.12/BAL,,DB,
224DB1163,14/06/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,,BALAGRUSAMY E ,IT,005.12/BAL,,DB,
224DB1164,14/06/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,,BALAGRUSAMY E ,IT,005.12/BAL,,DB,
224DB1165,14/06/2014,PROGRAMMING IN ANSI C,4,BALAGRUSAMY E ,E &amp; TC,005.133C/BAL,,DB,
224DB1166,14/06/2014,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,AYALA KENNETH ,COMPUTER,629.895/AYA,,DB,
224DB1167,14/06/2014,MICROWAVE AND RADER ENGINEERING,3,KULKARNI  M ,E &amp; TC,621.3813/KUL,,DB,
224DB1168,14/06/2014,QUANTITATIVE APTITUDE,8,AGGARWAL R.S. ,IT,371.25/AGG,,DB,
224DB1169,14/06/2014,PROGRAMMING WITH JAVA,2,BALAGRUSAMY E ,IT,005.133J/BAL,,DB,
224DB1170,16/06/2014,LET US C,10,KANETKAR Y. ,IT,005.133C/KAN,,DB,
224DB1171,16/06/2014,LET US C,10,KANETKAR Y. ,IT,005.133C/KAN,,DB,
224DB1172,16/06/2014,OPERATING SYSTEMS DESIGN AND IMPLEMENTATION,,TENENHAUM ANDREW ,COMPUTER,005.43/TEN,,DB,
224DB1173,16/06/2014,CRYPTOGRAPHY AND NETWORK SECURITY :,3,KAHATE ATUL ,COMPUTER,005.8/KAH,,DB,
224DB1174,16/06/2014,RESEARCH METHODOLOGY,2,KOTHARI C R ,IT,001.42/KOT,,DB,
224DB1175,16/06/2014,DATA STRUCTURES,,LIPSCHUTZ SEYMOUR ,COMPUTER,005.73/LIP,,DB,
224DB1176,16/06/2014,BIOINFORMATICS METHODS AND APPLICATIONS,3,RASTOGI S C ,IT,572.8633/RAS,,DB,
224DB1177,16/06/2014,ANTENNA THEORY : ANALYSIS AND DESIGN,3,BALANIS CONSTANTINE ,E &amp; TC,621.3824/BAL,,DB,
224DB1178,16/06/2014,THE ART OF ELECTRONICS,2,HOROWITZ PAUL ,E &amp; TC,621.381/HOR,,DB,
224DB1179,16/06/2014,C AND DATA STRUCTURES,,DESHPANDE P S ,IT,005.133C/DES,,DB,
224DB1180,16/06/2014,DATA STRUCTURES USING C & C ++,2,LANGSAM YEDIDYAH ,COMPUTER,005.73/LAN,,DB,
224DB1181,16/06/2014,BASIC ELECTRONICS AND LINEAR CIRCUITS,,BHARGAVA N N ,IT,621.3815/BHA,,DB,
224DB1182,16/06/2014,THE SECRET LETTERS OF THE MONK WHO SOLD HIS FERRARI,1,SHARMA R.N.  ,COMPUTER,800/SHA,,DB,236
224DB1183,16/06/2014,COMPUTER ENGINEERING CIRCUITS PROGRAMS AND DATA,,SILVESTER PETER ,COMPUTER,/SIL,,DB,
224DB1184,16/06/2014,QUANTITATIVE APTITUDE,,AGGARWAL R.S.  ,E &amp; TC,371.26/AGG,,DB,1
224DB1185,16/06/2014,OPERATING SYSTEMS,6,STALLING WILLIAM ,IT,005.43/STA,,DB,
224DB1186,16/06/2014,FUNDAMENTALS OF ALGORITHMICS,,BRASSARD GILLES ,IT,005.12/BRA,,DB,
224DB1187,16/06/2014,PROGRAMMING IN ANSI C,5,BALAGRUSAMY E ,COMPUTER,005.133C/BAL,,DB,
224DB1188,16/06/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,,BALAGRUSAMY E ,IT,005.12/BAL,,DB,
224DB1189,16/06/2014,SYSTEMS PROGRAMMING AND OPERATING SYSTEMS,2,DHAMDHERE D. M. ,COMPUTER,005.42/DHA,,DB,
224DB1190,17/06/2014,SIGNALS AND SYSTEMS,2,HAYKIN SIMON ,IT,621.3822/HAY,,DB,
224DB1191,18/06/2014,C PROGRAMMING LANGUAGE,2,KERNIGHAN BRIAN W. ,IT,005.133C/KER,,DB,
224DB1192,18/06/2014,COMPUTER NETWORKS,,TENENHAUM ANDREW ,IT,004.6/TEN,,DB,
224DB1193,18/06/2014,COMPLETE SOLUTIONS GUIDE TO ACCOMPANY CALCULS,,ZOOK D L ,E &amp; TC,515/ZOO,,DB,
224DB1194,23/09/2014,ADVANCED ENGINEERING MATHEMATICS,9,KREYZIG ERWIN,E &amp; TC,510/KRE,,DB,
224DB1195,23/09/2014,OBJECT-ORIENTED PROGRAMMING WITH C++,4,BALAGURUSAMY E,COMPUTER,005.12/BAL,,DB,1
224DB1196,23/09/2014,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,4,GAYAKWAD A RAMAKANT,E &amp; TC,621.395/GAI,,DB,1
224DB1197,23/09/2014,"PROBABILITY AND STATISTICS WITH RELIABILITY, QUEUING AND COMPUTER SCIENCE APPLICATIONS",,TRIVEDI SHRIDHARBHAI KISHOR,COMPUTER,519.24/TRI,,DB,1
224DB1198,23/09/2014,GATE 2015 E. & TC.,,G.K. PUBLICATIONS ,E &amp; TC,371.26/GKP,,DB,1
224DB1199,23/09/2014,QUANTITATIVE APTITUDE,,AGGARWAL S R,IT,371.26/AGG,,DB,
224DB1200,23/09/2014,QUANTITATIVE APTITUDE,,AGGARWAL S R,IT,371.26/AGG,,DB,
224DB1201,23/09/2014,QUANTITATIVE APTITUDE,1,AGGARWAL R S,IT,371.26/AGG,4,DB,
224DB1202,03/09/2014,RESEARCH METHODOLOGY,2,KOTHARI R C,COMPUTER,001.42/KOT,,DB,1
224DB1203,03/09/2014,RESEARCH METHODOLOGY,2,KOTHARI R C,COMPUTER,001.42/KOT,,DB,1
224DB1204,23/09/2014,DATA STRUCTURES THROUGH C,2,KANETKAR P YASHAVANT,IT,005.73/KAN,,DB,1
224DB1205,23/09/2014,DATA STRUCTURES THROUGH C,2,KANETKAR P YASHAVANT,IT,005.73/KAN,,DB,1
224DB1206,23/09/2014,TEST YOUR C++ SKILLS,2,KANETKAR P YASHAVANT,IT,005.133C++/KAN,,DB,1
224DB1207,23/09/2014,LET US C,10,KANETKAR P YASHAVANT,IT,005.133C/KAN,,DB,1
224DB1208,23/09/2014,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI A M,ME-COMP,629.895/MAZ,,DB,
224DB1209,25/09/2014,MICROPROCESSORS And INTERFACING,3,HALL V DOUGLAS,E &amp; TC,004.16/HAL/RAO,,DB,1
224DB1210,25/09/2014,MICROPROCESSORS And INTERFACING,2,HALL V DOUGLAS,E &amp; TC,004.16/HAL/RAO,,DB,1
224DB1211,25/09/2014,PROGRAMMING WITH JAVA,2,BALAGURUSAMY E,COMPUTER,005.133J/BAL,,DB,1
224DB1212,25/09/2014,PROGRAMMING WITH JAVA,2,BALAGURUSAMY E,COMPUTER,005.133J/BAL,,DB,1
224DB1213,25/09/2014,SERVICE ORIENTED ARCHITECTURE,,ERL THOMAS,E &amp; TC,004.22/ERL,,DB,1
224DB1214,25/09/2014,NIJDHAM (MARATHI BOOK),,MATKARI RATNAKAR,E &amp; TC,800/MAT,,DB,1
224DB1215,25/09/2014,FUNDAMENTALS OF DATA STRUCTURES IN C++,2,HOROWITZ ELLIS,COMPUTER,005.73/HOR/SAH,,DB,1
224DB1216,25/09/2014,ENGINEERING ELECTROMAGNETICS,7,HAYT H WILLIAM,E &amp; TC,621.3/BUC,,DB,1
224DB1217,25/09/2014,DATA MINING,3,HAN JIAWEI,COMPUTER,005.74/HAN,,DB,1
224DB1218,25/09/2014,HIGHER ENGINEERING MATHEMATICS,,RAMANA V B,COMPUTER,510/RAM,,DB,
224DB1219,29/09/2014,OPERATING SYSTEMS,,CROWLEY CHARLES,E &amp; TC,005.43/CRO,,DB,1
224DB1220,29/09/2014,MODERN DIGITAL ELECTRONICS,3,JAIN P R,E &amp; TC,621.395/JAI,,DB,1
224DB1221,29/09/2014,COMPUTER SCIENCE,,FOROUZAN A BEHROUZ,E &amp; TC,004/FOR,,DB,1
224DB1222,29/09/2014,LET US C,13,KANETKAR P YASHAVANT,IT,005.133C/KAN,,DB,1
224DB1223,29/09/2014,LET US C SOLUTIONS,6,KANETKAR P YASHAVANT,IT,005.133C/KAN,,DB,1
224DB1224,29/09/2014,DATA STRUCTURES THROUGH C,,KANETKAR P YASHAVANT,IT,055.133C/KAN,,DB,1
224DB1225,29/09/2014,PROGRAMMING IN ANSI C,4,BALAGURUSAMY E,IT,005.133C/BAL,,DB,1
224DB1226,29/09/2014,MODERN DIGITAL ELECTRONICS,3,JAIN P R,E &amp; TC,621.395/JAI,,DB,1
224DB1227,29/09/2014,SIGNALS AND SYSTEMS,2,HAYKIN SIMSON,E &amp; TC,621.3822/HAY/VEE,,DB,1
224DB1228,29/09/2014,ENGINEERING CIRCUIT ANALYSIS,7,HAYT H W,E &amp; TC,621.3192/HAY/KEM,,DB,1
224DB1229,29/09/2014,COMMUNICATION SYSTEMS,4,CARLSON BRUCE A,E &amp; TC,621.38/CAR/CRI,,DB,1
224DB1230,30/09/2014,PLANE TRIGONOMETRY,,LONEY LUXTON SYDNEY,E &amp; TC,510/LON,,DB,1
224DB1231,30/09/2014,SYSTEM PROGRAMMING,,DONOVAN J JOHN,E &amp; TC,005.42/DON,,DB,1
224DB1232,30/09/2014,MODERN DIGITAL AND ANALOG COMMUNICATION SYSTEMS,3,LATHI P B,E &amp; TC,621.382/LAT,,DB,1
224DB1233,02/10/2014,EXPLORING C,,KANETKAR P YASHAVANT,COMPUTER,005.133C/KAN,,DB,1
224DB1234,17/10/2014,LET US C,13,KANETKAR P YASHAVANT,IT,005.133C/KAN,,DB,1
224DB1235,17/10/2014,ENGINEERING ELECTROMAGNETICS,7,HAYT H W,E &amp; TC,621.3/HAY/BUC,,DB,1
224DB1236,21/11/2014,LET US C,13,KANETKAR P YASHAVANT,IT,005.133C/KAN,,DB,1
224DB1237,21/11/2014,LET US C,13,KANETKAR P YASHAVANT,IT,005.133C/KAN,,DB,1
224DB1238,21/11/2014,DATA STRUCTURES THROUGH C++,,KANETKAR P YASHAVANT,COMPUTER,005.73/KAN,,DB,1
224DB1239,21/11/2014,GENERAL KNOWLEDGE 2015,,PANDEY MANOHAR,IT,001/PAN,,DB,1
224DB1240,21/11/2014,RESEARCH METHODOLOGY,2,KOTHARI R C,COMPUTER,001.42/KOT,,DB,1
224DB1241,21/11/2014,COMPILERS,,AHO V ALFRED,E &amp; TC,005.453/AHO/SET,,DB,1
224DB1242,21/11/2014,FUNDAMENTALS OF COMPUTER ALGORITHMS,3,HOROWITZ  ELLIS,COMPUTER,005.1 PRE/PRO/MAN,,DB,282.29
224DB1243,10/12/2014,METAMORPHOSIS,,PATIL VINAY SHITAL,COMPUTER,800/PAT,,DB,1
224DB1244,10/12/2014,FUNDAMENTALS OF DATA STRUCTURES IN C++,2,HOROWITZ ELLIS,COMPUTER,005.73/HOR/SAH,,DB,1
224DB1245,10/12/2014,JAVA 2,5,SCHILDT HERBERT,COMPUTER,005.133J/SCH,,DB,1
224DB1246,10/12/2014,PROGRAMMING WITH JAVA,4,BALAGURUSAMY E,COMPUTER,005.133J/BAL,,DB,1
224DB1247,10/12/2014,DATA STRUCTURES THROUGH C IN DEPTH,,SRIVASTAVA K S,COMPUTER,005.73/SRI/SRI,,DB,1
224DB1248,10/12/2014,MAHARASHTRATIL ADIWASI,,KULKARNI SHUONAK,IT,800/KUL,,DB,1
224DB1249,10/12/2014,DATA STRUCTURES THROUGH C++,,KANETKAR P YASHAVANT,IT,005.73/KAN,,DB,1
224DB1250,23/12/2014,ELECTRONIC DEVICES,7,FLOYD L THOMAS,IT,621.3815/FLO,,DB,1
224DB1251,23/12/2014,HEAD FIRST JAVA,2,SIERRA KATHY,IT,005.133J/SIE/BAT,,DB,1
224DB1252,23/12/2014,DATA STRUCTURES THROUGH C,2,KANETKAR P YASHAVANT,IT,005.73/KAN,,DB,1
224DB1253,23/12/2014,JAVA PROJECTS,,BPB EDITORIAL BOARD ,IT,005.133J/BPB,,DB,1
224DB1254,23/12/2014,PROGRAMMING IN C#,,BALAGRUSAMY E,IT,005.133C#/BAL,,DB,1
224DB1255,23/12/2014,DATA STRUCTURES THROUGH C,,KANETKAR P YASHAVANT,IT,005.73/KAN,,DB,1
224DB1256,23/12/2014,RESEARCH METHODOLOGY,3,KOTHARI R C,COMPUTER,001.42/KOT/GAR,,DB,1
224DB1257,01/01/2015,LET US C,13,KANETKAR P YASHAVANT,COMPUTER,005.133C/KAN,,DB,1
224DB1258,01/01/2015,LET US C,13,KANETKAR P YASHAVANT,COMPUTER,005.133C/KAN,,DB,1
224DB1259,01/01/2015,LET US C,13,KANETKAR P YASHAVANT,COMPUTER,005.133C/KAN,,DB,1
224DB1260,01/01/2015,LET US C,13,KANETKAR P YASHAVANT,COMPUTER,005.133C/KAN,,DB,1
224DB1261,01/01/2015,DATA STRUCTURES THROUGH C,2,KANETKAR P YASHAVANT,IT,005.73/KAN,,DB,1
224DB1262,01/02/2015,COMMUNICATION SYSTEMS,3,CARLSON BRUCE A,E &amp; TC,621.38/CAR,,DB,1
224DB1263,01/01/2015,C++,3,SCHILDT HERBERT,E &amp; TC,005.133J/SCH,,DB,1
224DB1264,01/01/2015,MODERN DIGITAL AND ANALOG COMMUNICATION SYSTEMS,4,LATHI P B,E &amp; TC,621.382/LAT/DIN,,DB,1
224DB1265,01/01/2015,ELECTRONIC DEVICES,7,FLOYD L THOMAS,E &amp; TC,621.3815/FLO,,DB,1
224DB1266,13/01/2015,FUNDAMENTALS OF PHYSICS,,HALLIDAY DAVID,E &amp; TC,530/HAL/RES,,DB,1
224DB1267,13/01/2015,COMPUTER NETWORKS,,TANENBAUM S ANDREW,E &amp; TC,004.6/TAN,,DB,1
224DB1268,13/01/2015,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,4,GAYAKWAD A RAMAKANT,IT,621.395/GAY,,DB,1
224DB1269,13/01/2015,RESEARCH METHODOLOGY,3,KOTHARI R C,IT,001.42/KOT/GAR,,DB,1
224DB1270,13/01/2015,OBJECT-ORIENTED PROGRAMMING WITH C++,,BALAGRUSAMY  E,ME-E&amp;TC,005.12/BAL,,DB,
224DB1271,13/01/2015,WRITING TSR'S THROUGH C,,KANETKAR P YASHAVANT,IT,005.133C/KAN,,DB,1
224DB1272,13/01/2015,OBJECT-ORIENTED PROGRAMMING WITH C++,6,BALAGRUSAMY E,IT,005.12/BAL,,DB,1
224DB1273,13/01/2015,UNIX SHELL PROGRAMMING,,KANETKAR P YASHAVANT,IT,005.4469/KAN,,DB,1
224DB1274,13/01/2015,YASH TUMACHYA HATAT,,KHERA SHIV,E &amp; TC,800/KHE,,DB,1
224DB1275,05/03/2015,C PROGRAMMING LANGUAGE,2,KERNIGHAN W BRIAN,E &amp; TC,005.133C/KER/RIT,,DB,1
224DB1276,05/03/2015,TEST YOUR C SKILLS,5,KANETKAR YASHAVANT,E &amp; TC,005.133C/KAN,,DB,1
224DB1277,05/03/2015,DATA STRUCTURES THROUGH C++,,KANETKAR YASHAVANT,E &amp; TC,005.73/KAN,,DB,1
224DB1278,05/03/2015,PRINCIPLES OF MULTIMEDIA,2,PAREKH RANJAN,COMPUTER,006.7/PAR,,DB,1
224DB1279,05/03/2015,OPERATING SYSTEMS,6,STALLINGS WILLIAM,COMPUTER,005.43/STA,,DB,1
224DB1280,05/03/2015,PRINCIPLES OF ELECTROMAGNETICS,4,SADIKU N O MATHEW,E &amp; TC,621.3/SAD,,DB,1
224DB1281,05/03/2015,OPERATING SYSTEM CONCEPTS,6,SILBERSCHATZ ABRAHAM,IT,005.43/SIL/GAL,,DB,1
224DB1282,05/03/2015,CONTROL SYSTEMS ENGINEERING,5,NAGRATH J I,COMPUTER,629.8/ NAG,,DB,
