barcode,dateaccessioned,title,editionstatement,author,Subject,Callnumber,Shelving_location,itemtype,price
224DB0001,20/12/2006,ADVANCED PLACEMENT CHEMISTRY EXAMINATION PREPARATION GUIDE,,THORPE GARY ,COMPUTER,540/THO,,DB,
224DB0002,20/12/2006,PHYSICS VOL I,,CUTNELL J D ,COMPUTER,530/CUT,,DB,
224DB0003,20/12/2006,PHYSICS VOL II,,CUTNELL J D ,COMPUTER,530/CUT,,DB,
224DB0004,20/12/2006,PROFESSIONAL C#,,ROBINSON SIMON ,COMPUTER,005.133C/SIM,,DB,
224DB0005,20/12/2006,VISUAL BASIC 6,,THAYER ROB ,COMPUTER,005.268/ROB,,DB,
224DB0006,20/12/2006,VISUAL BASIC 5 IN 21 DAYS,4,GUREWICH NATHAN ,COMPUTER,005.268/NAT,,DB,
224DB0007,20/12/2006,JAVA 2 :,3,NAUGHTON P ,COMPUTER,005.133J/NAU/SCH,,DB,
224DB0008,23/12/2006,COMMERCIAL APPLICATION DEVELOPMENT USING ORACLE 2000 FORMS 5.0,,BAYROSS IVAN ,COMPUTER,005.75/BAY,,DB,
224DB0009,20/12/2006,PURE JFC SWING,,PANTHAM S ,COMPUTER,005.133/PAN,,DB,
224DB0010,20/12/2006,MASTERING ENTERPRISE JAVA BEANS,,ROMAN ED ,COMPUTER,005.133J/ROM,,DB,
224DB0011,20/12/2006,COMMERCIAL APPLICATION DEVELOPMENT USING ORACLE 2000,,BAYROSS IVAN ,COMPUTER,005.74/BAY,,DB,
224DB0012,07/08/2008,VISUAL BASIC:,,SSSI ,COMPUTER,005.268/SSS,,DB,
224DB0013,20/12/2006,ACTIVE SERVER PAGES 3.0 IN 21 DAYS,,MITCHELL SCOTT ,COMPUTER,005.72/MIT/ATT,,DB,
224DB0014,20/12/2006,VISUAL BASIC 6 CLIENT/SERVER HOW-TO,,STEIN LINCOLN ,COMPUTER,/LIN,,DB,
224DB0015,20/12/2006,HOW TO SET UP AND MAINTAIN A WEB SITE,,LINCOLN STEINBOCK ,COMPUTER,/LIN,,DB,
224DB0016,20/12/2006,MASTERING ACTIVE SERVER PAGES 3,,RUSSELL JONES ,COMPUTER,/JON,,DB,
224DB0017,20/12/2006,JAVA OPEN SOURCE PROGRAMMING,,WALNES JOE ,COMPUTER,/JOE,,DB,
224DB0018,20/12/2006,VB SCRIPT INTERACTIVE COURSE,,JERKE NOEL ,COMPUTER,/NOE,,DB,
224DB0019,20/12/2006,OPERATING SYSTEMS:,5,STALLING WILLIAMS G ,COMPUTER,/WIL,,DB,
224DB0020,20/12/2006,UNDERSTANDING POINTERS IN C,2,KANETKAR YASHAVANT ,COMPUTER,005.133/KAN,,DB,
224DB0021,11/01/2007,MICROCONTROLLERS: THEORY AND APPLICATIONS,,DESHMUKH AJAY ,E &amp; TC,/AJA,,DB,
224DB0022,11/01/2007,THE DESIGN OF THE UNIX OPERATING SYSTEMS,,BACH MAURICE ,COMPUTER,/MAU,,DB,
224DB0023,11/01/2007,THE DESIGN OF THE UNIX OPERATING SYSTEMS,,BACH MAURICE ,COMPUTER,/MAU,,DB,
224DB0024,11/01/2007,THE UNIFIED MODELING LANGUAGE USER GUIDE,,BOOCH GRADY ,COMPUTER,/GRA,,DB,
224DB0025,12/01/2007,MICROPROCESSORS And INTERFACING,2,HALL DOUGOAS ,E &amp; TC,/DOU,,DB,
224DB0026,17/01/2007,LEX AND YACC,,LEVINE JOHN ,COMPUTER,/JOH,,DB,
224DB0027,17/01/2007,MICROCONTROLLERS: THEORY AND APPLICATIONS,,DESHMUKH AJAY ,E &amp; TC,/AJA,,DB,
224DB0028,17/01/2007,THE DESIGN OF THE UNIX OPERATING SYSTEMS,,BACH MAURICE ,COMPUTER,005.4469/MAU,,DB,
224DB0029,20/10/2008,UNDERSTANDING POINTERS IN C,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0030,24/10/2007,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0031,29/01/2007,THE DESIGN OF THE UNIX OPERATING SYSTEMS,,BACH MAURICE ,COMPUTER,005.4469/MAU,,DB,
224DB0032,06/02/2007,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0033,06/02/2007,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,COMPUTER,/ATU,,DB,
224DB0034,08/02/2007,LET US C,2,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0035,08/02/2007,LET US C,3,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0036,08/02/2007,LET US C,3,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0037,08/02/2007,LET US C,3,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0038,08/02/2007,LET US C,3,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0039,10/02/2007,FUNDAMENTALS OF COMPUTER ALGORITHMS,,HOROWITZ ELLIS ,COMPUTER,/ELL,,DB,
224DB0040,20/02/2007,LEX AND YACC,,LEVINE JOHN ,COMPUTER,/JOH,,DB,
224DB0041,20/02/2007,UNIX: CONCEPTS AND APPLICATIONS,4,DAS SUMITABHA ,COMPUTER,/DAS,,DB,
224DB0042,26/02/2007,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,COMPUTER,/ATU,,DB,
224DB0043,09/03/2007,OBJECT-ORIENTED PROGRAMMING WITH C++,3,BALAGRUSAMY E ,COMPUTER,/E,,DB,
224DB0044,13/03/2007,COMPUTER ALGORITHMS,,HOROWITZ ELLIS ,COMPUTER,/ELL,,DB,
224DB0045,13/03/2007,THE DESIGN & ANALYSIS OF COMPUTER ALGORITHMS,,AHO ALFRED V ,COMPUTER,/ALF,,DB,
224DB0046,14/03/2007,TEST YOUR C SKILLS,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0047,14/03/2007,C# MADE SIMPLE,,BPB PUB ,COMPUTER,/BPB,,DB,
224DB0048,14/03/2007,VISUAL BASIC 6 :,,JERKE NOEL ,COMPUTER,/NOE,,DB,
224DB0049,27/03/2007,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,COMPUTER,/ATU,,DB,
224DB0050,27/03/2007,VECTOR MECHANICS FOR ENGINEERS STATICS AND DYNAMICS,7,BEER FERDINAND ,COMPUTER,/FER,,DB,
224DB0051,06/04/2007,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0052,11/04/2007,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,COMPUTER,/ATU,,DB,
224DB0053,11/04/2007,SOFTWARE ENGINEERING,6,PRESSMAN ROGERS ,COMPUTER,/ROG,,DB,
224DB0054,16/04/2007,LET US C,3,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0055,28/04/2007,NETWORK SECURITY,2,KAUFFMAN CHARLIE ,COMPUTER,/CHA,,DB,
224DB0056,30/04/2007,DISTRIBUTED SYSTEMS:,,TANEBAUM ANDREW ,COMPUTER,/AND,,DB,
224DB0057,30/04/2007,COMPUTER NETWORKS,4,TANEBAUM ANDREW ,COMPUTER,/AND,,DB,
224DB0058,03/05/2007,PROGRAMMING WITH JAVA 2,3,BALAGRUSAMY E ,COMPUTER,/E,,DB,
224DB0059,04/05/2007,TCP/IP ILLUSTRATED VOL 1 THE PROTOCOLS,,STEVENS RICHARD ,COMPUTER,/RIC,,DB,
224DB0060,15/05/2007,TEST YOUR C SKILLS,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0061,15/05/2007,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0062,15/05/2007,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0063,17/05/2007,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0064,23/05/2007,C PROJECTS,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0065,29/05/2007,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0066,29/05/2007,UNDERSTANDING POINTERS IN C,3,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0067,29/05/2007,DATA STRUCTURES THROUGH C,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0068,29/05/2007,LET US C,7,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0069,29/05/2007,LET US C,5,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0070,29/05/2007,LET US C SOLUTIONS,7,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0071,29/05/2007,IBM PC ASSEMBLY LANGUAGE AND PROGRAMMING,5,ABEL PETER ,COMPUTER,/PET,,DB,
224DB0072,30/05/2007,TELECOMMUNICATION SWITCHING SYSTEMS & NETWORKS,,VISHWNATHAN T ,E &amp; TC,/T,,DB,
224DB0073,30/05/2007,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0074,01/06/2007,UNDERSTANDING POINTERS IN C,3,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0075,01/06/2007,THE DESIGN OF THE UNIX OPERATING SYSTEMS,,BACH MAURICE ,COMPUTER,/MAU,,DB,
224DB0076,04/06/2007,LET US C++,,KANETKAR YASHAVANT ,COMPUTER,005.133C++/KAN,,DB,
224DB0077,05/06/2007,LET US C,7,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0078,07/06/2007,THE DESIGN OF THE UNIX OPERATING SYSTEMS,,BACH MAURICE ,COMPUTER,/MAU,,DB,
224DB0079,07/06/2007,WRITING TSRS,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0080,09/06/2007,COMPUTER NETWORKS,4,TANENBAUM ANDREW ,COMPUTER,/AND,,DB,
224DB0081,09/06/2007,A VHDL PRIMER,3,BHASIN J ,E &amp; TC,/J,,DB,
224DB0082,09/06/2007,LET US C,3,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0083,04/07/2007,CRYPTOGRAPHY AND NETWORK SECURITY :,3,STALLING WILLIAMS ,COMPUTER,/WIL,,DB,
224DB0084,06/07/2007,COMPUTER NETWORKS,4,TANEBAUM ANDREW ,COMPUTER,/AND,,DB,
224DB0085,07/07/2007,THE UNIFIED MODELING LANGUAGE USER GUIDE,,BOOCH GRADY ,COMPUTER,/GRA,,DB,
224DB0086,11/07/2007,ADVANCED 80386 PROGRAMMING TECHNIQUES,,TURLEY JAMES ,E &amp; TC,/JAM,,DB,
224DB0087,11/07/2007,VISUAL C++ 6 IN 21 DAYS,,CHAPMAN D ,COMPUTER,/D,,DB,
224DB0088,11/07/2007,THE DESIGN OF THE UNIX OPERATING SYSTEMS,,BACH MAURICE ,COMPUTER,/MAU,,DB,
224DB0089,11/07/2007,LEX AND YACC,,LEVINE JOHN ,COMPUTER,/JOH,,DB,
224DB0090,21/08/2008,C PROGRAMMING LANGUAGE,2,KERNIGHAN BRIAN ,COMPUTER,/BRI,,DB,
224DB0091,11/07/2007,DATA STRUCTURES USING C & C ++,2,LANGSAM YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0092,11/07/2007,STRUCTURES COBOL,3,PHILIPPAKIS A ,COMPUTER,/A,,DB,
224DB0093,11/07/2007,MICROPROCESORS AND INTERFACING,,HALL DOUGLAS ,E &amp; TC,/DOU,,DB,
224DB0094,11/07/2007,INTRODUCTION TO SWITCHING THEORY & LOGICAL DESIGN,3,HILL FREDERICK ,E &amp; TC,/FRE,,DB,
224DB0095,17/07/2007,LET US C,7,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0096,17/07/2007,C PROGRAMMING LANGUAGE,2,KERNIGHAN BRIAN ,COMPUTER,/BRI,,DB,
224DB0097,17/07/2007,ELEMENTS OF ARTIFICIAL NEURAL NETWORKS,,MEHROTRA KISHAN ,COMPUTER,/KIS,,DB,
224DB0098,17/07/2007,COMPUTER NETWORKS,4,TANENBAUM ANDREW ,COMPUTER,/AND,,DB,
224DB0099,18/07/2007,LET US C,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0100,18/07/2007,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0101,20/07/2007,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0102,21/07/2007,JAVA SWING,,ECKSTEIN ROBERT ,COMPUTER,/ROB,,DB,
224DB0103,23/07/2007,"MICROPROCESSORS, PC HARDWARE AND INTERFACING",,MATHIVANAN N ,E &amp; TC,/N,,DB,
224DB0104,23/07/2007,IBM PC ASSEMBLY LANGUAGE AND PROGRAMMING,,ABEL PETER ,E &amp; TC,/PET,,DB,
224DB0105,24/07/2007,OBJECT-ORIENTED PROGRAMMING WITH C++,3,BALAGRUSAMY E E ,COMPUTER,/E,,DB,
224DB0106,24/07/2007,DISTRIBUTED SYSTEMS :,,TANEBAUM ANDREW ,COMPUTER,/AND,,DB,
224DB0107,24/07/2007,PROGRAMMING LANGUAGES,2,SETHI RAVI ,COMPUTER,/RAV,,DB,
224DB0108,27/07/2007,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0109,27/07/2007,MODERN INFORMATION RETRIEVEL,,BAEZA-YATES R ,E &amp; TC,/R,,DB,
224DB0110,27/07/2007,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0111,28/07/2007,LET US C,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0112,27/07/2007,LET US C,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0113,01/08/2007,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0114,08/08/2007,DESIGNING THE USER INTERFACE,3,SHNEIDERMAN BEN ,E &amp; TC,/BEN,,DB,
224DB0115,09/08/2007,A TEXT BOOK OF ENGINEERING GRAPHICS II,7,DABHADE M.L ,COMPUTER,/M.L,,DB,
224DB0116,24/08/2007,VISUAL BASIC 6 IN 21 DAYS,,PERRY GERG ,COMPUTER,/GER,,DB,
224DB0117,24/08/2007,PROGRAMMING LANGUAGE CONCEPTS,,GHEZZI CARLO ,COMPUTER,005.4469/,,DB,220
224DB0118,24/08/2007,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0119,24/08/2007,UNDERSTANDING POINTERS IN C,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0120,24/08/2007,LET US C,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0121,24/07/2008,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0122,24/08/2007,CRYPTOGRAPHY AND NETWORK SECURITY :,3,STALLING WILLIAM ,COMPUTER,/WIL,,DB,
224DB0123,24/08/2007,CORE SERVLETS AND JAVA SERVER PAGES-VOL.I,,HALL MARTY ,COMPUTER,/MAR,,DB,
224DB0124,24/08/2007,C++ IN 21 DAYS,4,LIBERTY JESSE ,COMPUTER,/JES,,DB,
224DB0125,29/08/2007,MICROPROCESSOR AND INTERFACING,2,HALL DOUGLAS ,E &amp; TC,/DOU,,DB,
224DB0126,29/08/2007,ARTIFICIALS INTELLIGENCE,2,RICH ELAINE ,COMPUTER,/ELA,,DB,
224DB0127,05/09/2007,TEST YOUR C++ SKILLS,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0128,05/09/2007,LET US C,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0129,06/09/2007,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0130,06/09/2007,CRYPTOGRAPHY AND NETWORK SECURITY :,3,STALLING WILLIAMS G ,COMPUTER,/WIL,,DB,
224DB0131,10/09/2007,"NETWORKS,LINES & FIELDS",2,RYDER JOHN ,E &amp; TC,/JOH,,DB,
224DB0132,10/09/2007,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0133,18/10/2007,MICROPROCESSORS And INTERFACING,2,HALL DOUGLAS ,E &amp; TC,/DOU,,DB,
224DB0134,18/10/2007,COMPUTER GRAPHICS C VERSION,2,HEARN DONALD ,COMPUTER,/DON,,DB,
224DB0135,18/10/2007,LET US C,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0136,18/10/2007,OBJECT ORIENTED PROGRAMMING WITH C++,3,BALAGURUSAMY E. E ,COMPUTER,/E,,DB,
224DB0137,15/11/2007,LET US C,7,KULKARNI S K YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0138,15/11/2007,IBM PC ASSEMBLY LANGUAGE AND PROGRAMMING,3,ABEL PETER ,E &amp; TC,/PET,,DB,
224DB0139,15/11/2007,DATA STRUCTURES AND FILES,,POTDAR GIRISH ,IT,/POT,,DB,
224DB0140,15/11/2007,DATA STRUCTURES THROUGH C,,BALUJA S G.,IT,/S,,DB,
224DB0141,26/11/2007,COMPILERS,,AHO ALFRED ,COMPUTER,/ALF,,DB,
224DB0142,26/11/2007,PROGRAMMING LANGUAGES,,PRATT TERRENCE ,COMPUTER,/TER,,DB,
224DB0143,05/12/2007,LET US C,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0144,05/10/2007,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0145,05/12/2007,TEST YOUR C ++ SKILLS,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0146,28/12/2007,FUNDAMENTALS OF COMPUTER ALGORITHMS,,BRASSARD GILLES ,COMPUTER,/GIL,,DB,
224DB0147,28/12/2007,ADVANCED MS DOS PROGRAMMING,,DUNCAN RAY ,COMPUTER,/RAY,,DB,
224DB0148,08/01/2008,THE SPIRIT OF C,,MULLISH HENRY ,COMPUTER,/HEN,,DB,
224DB0149,15/10/2008,JAVA SCRIPT IN 24 HOURS,2,MONCURE MICHAEL ,COMPUTER,/MIC,,DB,
224DB0150,15/01/2008,HTML 4 IN 24 HOURS,4,OLIVER DICK ,COMPUTER,/DIC,,DB,
224DB0151,15/01/2008,"NETWORKS,LINES & FIELDS",2,RYDER JOHN ,E &amp; TC,/JOH,,DB,
224DB0152,15/01/2008,MECHATRONICS,,HMT LTD ,E &amp; TC,/HMT,,DB,
224DB0153,15/01/2008,CONTROL SYSTEM ENGINEERING,3,NAGRATH ,E &amp; TC,/NAG,,DB,
224DB0154,15/01/2008,OBJECT ORIENTED PROGRAMMING WITH C++,,BALAGRUSAMY E E ,E &amp; TC,/E,,DB,
224DB0155,15/01/2008,ENGINEERING GRAPHICS VOL.2,5,PHAKATKAR H ,COMPUTER,/H,,DB,
224DB0156,15/01/2008,THEORY OF COMPUTER SCIENCE,2,MISHRA K.L.P ,COMPUTER,/K.L,,DB,
224DB0157,15/01/2008,MICROPROCESSOR AND INTERFACING,,HALL DOUGLAS ,E &amp; TC,/DOU,,DB,
224DB0158,18/01/2008,LET US C++,,KANETKAR YASHAVANT ,COMPUTER,005.133C++/KAN,,DB,
224DB0159,18/01/2008,ENGINEERING GRAPHICS,,PHAKTKAR H.G. ,COMPUTER,/H.G,,DB,
224DB0160,18/01/2008,VECTOR MECHANICS FOR ENGINEERS,3,BEER F ,E &amp; TC,/F,,DB,
224DB0161,24/01/2008,LET US C++,,KANETKAR YASHAVANT ,COMPUTER,005.133C++/KAN,,DB,
224DB0162,24/01/2008,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0163,02/02/2008,ELEMENTS OF ARTIFICIAL NEURAL NETWORKS,2,MEHROTRA KISHAN ,COMPUTER,/KIS,,DB,
224DB0164,02/02/2008,ARTIFICIAL NEURAL NETWORKW,,YEGNANARAYANA B ,COMPUTER,/B,,DB,
224DB0165,02/02/2008,MICRONTROLLERS:,,DESHMUKH AJAY ,E &amp; TC,/AJA,,DB,
224DB0166,02/02/2008,MICRONTROLLERS:,,DESHMUKH AJAY ,E &amp; TC,/AJA,,DB,
224DB0167,02/02/2008,DATA STRUCTURES THROUGH C++,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0168,07/02/2008,A VHDL PRIMER,3,BHASKER J ,E &amp; TC,/J,,DB,
224DB0169,07/02/2008,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,,MAZIDI A M,E &amp; TC,629.895/MAZ,,DB,
224DB0170,07/02/2008,INTRODUCTION TO STATISTICAL SIGNAL PROCESSING WITH APPLICATIONS,,SRINATH D M,E &amp; TC,/D,,DB,
224DB0171,07/02/2008,PROGRAMMING IN ANSI C,3,BALAGRUSAMY E E ,COMPUTER,/E,,DB,
224DB0172,07/02/2008,DIGITAL COMMUNICATIONS,,PROAKIS JOHN ,E &amp; TC,/JOH,,DB,
224DB0173,07/02/2008,PRICNIPLES OF CMOS VLSI DESIGN,2,WESTE NEIL ,E &amp; TC,/NEI,,DB,
224DB0174,07/02/2008,STUDENT MANUAL FOR THE ART OF ELECTRONICS,,HAYES THOMAS ,E &amp; TC,/THO,,DB,
224DB0175,07/02/2008,GATE:,20,HANDA M ,COMPUTER,/M,,DB,
224DB0176,07/02/2008,COMPUTER ARCHITECTURE & PARALLEL PROCESSING,,HWANG KAI ,COMPUTER,/KAI,,DB,
224DB0177,09/02/2008,ENGINEERING ELECTROMAGNETICS,5,HAYT WILLIAM ,E &amp; TC,/WIL,,DB,
224DB0178,09/02/2008,SYSTEM PROGRAMMING AND OPERATING SYSTEMS,2,DHAMDHERE M D,COMPUTER,/M,,DB,
224DB0179,09/02/2008,SOLUTIONS TO I.E. IRODOV'S PROBLEMS IN GENERAL PHYSICS VOL 1,,SINGH ABHAYKUMAR A,COMPUTER,/ABH,,DB,
224DB0180,09/02/2008,REAL-TIME SYSTEMS,,LIU JANE W.S. ,E &amp; TC,/JAN,,DB,
224DB0181,09/02/2008,COMPILERS,,AHO ALFRED V ,COMPUTER,/ALF,,DB,
224DB0182,09/02/2008,VERILOG HDL,,PALNITKAR SAMIR ,E &amp; TC,/SAM,,DB,
224DB0183,09/09/2008,DATA STRUCTURES AND ALGORITHM,,AHO ALFIED ,COMPUTER,/ALF,,DB,
224DB0184,09/02/2008,THE DESIGN OF THE UNIX OPERATING SYSTEMS,,BACH MAURICE ,COMPUTER,/MAU,,DB,
224DB0185,12/02/2008,POWER ELECTRONICS,,SEN C P,E &amp; TC,/C,,DB,
224DB0186,12/02/2008,TELECOMMUNICATION SWITCHING SYSTEMS & NETWORKS,,VISHWNATHAN T ,E &amp; TC,/T,,DB,
224DB0187,12/02/2008,C PROGRAMMING FAQS,,SUMMIT STEVE ,COMPUTER,/STE,,DB,
224DB0188,12/02/2008,DIGITAL IMAGE PROCESSING,,GONZALES RAFAEL ,E &amp; TC,/RAF,,DB,
224DB0189,12/02/2008,MODERN DIGITAL ELECTRONICS,2,JAIN P R,E &amp; TC,/P,,DB,
224DB0190,12/02/2008,TCP/IP ILLUSTRATED VOL 1,,STEVENS RICHARD ,COMPUTER,/RIC,,DB,
224DB0191,12/02/2008,TEST YOUR C SKILLS,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0192,12/02/2008,SYSTEMS PROGRAMMING,,DONOVAN JOHN ,COMPUTER,/JOH,,DB,
224DB0193,12/02/2008,PROGRAMMING AND CUSTOMIZING THE AVR MICROCONTROLLER,,GADRE DHANANJAY ,E &amp; TC,/DHA,,DB,
224DB0194,12/02/2008,COMPUTER ORGANIZATION AND DESIGN,,HENNESSY JOHN ,COMPUTER,/JOH,,DB,
224DB0195,12/02/2008,THEORY AND PROBLEMS OF DATA STRUCTURES,,LIPSCHUTZ SEYMOUR ,COMPUTER,/SEY,,DB,
224DB0196,12/02/2008,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,,AYALA KENNETH ,E &amp; TC,/KEN,,DB,
224DB0197,28/02/2008,MICROPROCESSORS And INTERFACING,2,HALL DOUGLAS ,E &amp; TC,/DOU,,DB,
224DB0198,28/02/2008,MICROPROCESSOR AND INTERFACING,2,HALL DOUGLAS ,E &amp; TC,/DOU,,DB,
224DB0199,01/03/2008,COMPUTER FUNDAMENTALS,4,SINHA PRADEEP ,COMPUTER,/PRA,,DB,
224DB0200,05/03/2008,A TEXT BOOK OF ENGINEERING MACHANICS:,,KHURMI S R,E &amp; TC,620.1/khu,,DB,
224DB0201,05/03/2008,LEX AND YACC,,LEVINE JOHN ,COMPUTER,/JOH,,DB,
224DB0202,13/03/2008,8051 MICROCONTROLLER,2,AYALA KENNETH ,E &amp; TC,/KEN,,DB,
224DB0203,13/03/2008,CONCEPTS IN SYSTEMS AND SIGNALS,2,SHERRICK JOHN ,E &amp; TC,/JOH,,DB,
224DB0204,13/03/2008,BARRONS:,16,GREEN SHARON ,COMPUTER,/SHA,,DB,
224DB0205,13/03/2008,C PROGRAMMING AND DATA STRUCTURES,3,BALAGRUSAMY E ,COMPUTER,/BAL,,DB,
224DB0206,13/03/2008,LET US C,3,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0207,13/03/2008,MODERN DIGITAL ELECTRONICS,3,JAIN P R,E &amp; TC,/P,,DB,
224DB0208,08/05/2004,FUNDAMENTALS OF DATA STRUCTURES,,HOROWITZ ELLIS E ,E &amp; TC,/E,,DB,
224DB0209,05/04/2008,OBJECT-ORIENTED PROGRAMMING WITH C++,2,BALAGRUSAMY E E ,E &amp; TC,/E,,DB,
224DB0210,05/04/2008,FUNDAMENTALS OF INFORMATION TECHNOLOGY,,LEON A ,E &amp; TC,/A,,DB,
224DB0211,06/05/2008,VISUAL BASIC 6 PROGRAMMING BLACK BOOK,,HOLZNER STEVEN ,COMPUTER,/STE,,DB,
224DB0212,06/05/2008,ADVANCED MS DOS PROGRAMMING,,DUNCAN RAY ,COMPUTER,/RAY,,DB,
224DB0213,06/05/2008,LET US C,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0214,06/05/2008,INTRODUCTION TO AUTOMATA THEORY LANGUAGES & COMPUTATION,2,HOPCROFT JOHN ,COMPUTER,004/JOH,,DB,
224DB0215,06/05/2008,OBJECT-ORIENTED PROGRAMMING WITH C++,3,BALAGRUSAMY E E ,COMPUTER,/E,,DB,
224DB0216,06/05/2008,DIGITAL DESIGN,3,MANO MORRIS ,E &amp; TC,/MOR,,DB,
224DB0217,06/05/2008,THEORY OF COMPUTER SCIENCE,2,MISHRA K.L.P ,COMPUTER,/K.L,,DB,
224DB0218,06/05/2008,OBJECT-ORIENTED PROGRAMMING WITH C++,2,BALAGRUSAMY E E ,E &amp; TC,/E,,DB,
224DB0219,06/05/2008,COMPUTER FUNDAMENTALS,3,SINHA PRADEEP ,COMPUTER,/PRA,,DB,
224DB0220,06/05/2008,"VISUAL BASIC 6 IN 24 HOURS,SAMS",,PERRY GREG ,E &amp; TC,/GRE,,DB,
224DB0221,06/05/2008,8051 MICROCONTROLLER,3,AYALA KENNETH ,E &amp; TC,/KEN,,DB,
224DB0222,06/05/2008,COMPUTER FUNDAMENTALS,3,SINHA PRADEEP ,COMPUTER,/PRA,,DB,
